,run,epoch,loss ,accuracy,epoch_duration,run_duration,lr,batch_size,shuffle,num_workers
112,1,29,1.1624567359685898,0.60695,7.916885137557983,241.10143876075745,0.01,1000,True,1
113,1,29,1.1624567359685898,0.60695,7.916885137557983,241.10143876075745,0.01,1000,True,1
114,1,29,1.1624567359685898,0.60695,7.916885137557983,241.10143876075745,0.01,1000,True,1
115,1,29,1.1624567359685898,0.60695,7.916885137557983,241.10143876075745,0.01,1000,True,1
116,1,30,1.1762068837881088,0.60525,8.241790056228638,249.5679168701172,0.01,1000,True,1
117,1,30,1.1762068837881088,0.60525,8.241790056228638,249.5679168701172,0.01,1000,True,1
118,1,30,1.1762068837881088,0.60525,8.241790056228638,249.5679168701172,0.01,1000,True,1
119,1,30,1.1762068837881088,0.60525,8.241790056228638,249.5679168701172,0.01,1000,True,1
120,1,31,1.177242147922516,0.6027,8.02498483657837,257.8436608314514,0.01,1000,True,1
121,1,31,1.177242147922516,0.6027,8.02498483657837,257.8436608314514,0.01,1000,True,1
122,1,31,1.177242147922516,0.6027,8.02498483657837,257.8436608314514,0.01,1000,True,1
123,1,31,1.177242147922516,0.6027,8.02498483657837,257.8436608314514,0.01,1000,True,1
124,1,32,1.1743473321199418,0.604475,8.069002151489258,266.1686809062958,0.01,1000,True,1
125,1,32,1.1743473321199418,0.604475,8.069002151489258,266.1686809062958,0.01,1000,True,1
126,1,32,1.1743473321199418,0.604475,8.069002151489258,266.1686809062958,0.01,1000,True,1
127,1,32,1.1743473321199418,0.604475,8.069002151489258,266.1686809062958,0.01,1000,True,1
128,1,33,1.1593640863895416,0.6098,7.954993009567261,274.3952193260193,0.01,1000,True,1
129,1,33,1.1593640863895416,0.6098,7.954993009567261,274.3952193260193,0.01,1000,True,1
130,1,33,1.1593640863895416,0.6098,7.954993009567261,274.3952193260193,0.01,1000,True,1
131,1,33,1.1593640863895416,0.6098,7.954993009567261,274.3952193260193,0.01,1000,True,1
132,1,34,1.1438840687274934,0.610325,8.018425464630127,282.68153643608093,0.01,1000,True,1
133,1,34,1.1438840687274934,0.610325,8.018425464630127,282.68153643608093,0.01,1000,True,1
134,1,34,1.1438840687274934,0.610325,8.018425464630127,282.68153643608093,0.01,1000,True,1
135,1,34,1.1438840687274934,0.610325,8.018425464630127,282.68153643608093,0.01,1000,True,1
136,1,35,1.1470404267311096,0.607775,8.017547845840454,290.90444016456604,0.01,1000,True,1
137,1,35,1.1470404267311096,0.607775,8.017547845840454,290.90444016456604,0.01,1000,True,1
138,1,35,1.1470404267311096,0.607775,8.017547845840454,290.90444016456604,0.01,1000,True,1
139,1,35,1.1470404267311096,0.607775,8.017547845840454,290.90444016456604,0.01,1000,True,1
140,1,36,1.153922003507614,0.612875,7.888163805007935,299.06662464141846,0.01,1000,True,1
141,1,36,1.153922003507614,0.612875,7.888163805007935,299.06662464141846,0.01,1000,True,1
142,1,36,1.153922003507614,0.612875,7.888163805007935,299.06662464141846,0.01,1000,True,1
143,1,36,1.153922003507614,0.612875,7.888163805007935,299.06662464141846,0.01,1000,True,1
144,1,37,1.1379517167806625,0.614425,7.998431205749512,307.33210849761963,0.01,1000,True,1
145,1,37,1.1379517167806625,0.614425,7.998431205749512,307.33210849761963,0.01,1000,True,1
146,1,37,1.1379517167806625,0.614425,7.998431205749512,307.33210849761963,0.01,1000,True,1
147,1,37,1.1379517167806625,0.614425,7.998431205749512,307.33210849761963,0.01,1000,True,1
148,1,38,1.1328220069408417,0.6198,7.937098264694214,315.52650904655457,0.01,1000,True,1
149,1,38,1.1328220069408417,0.6198,7.937098264694214,315.52650904655457,0.01,1000,True,1
150,1,38,1.1328220069408417,0.6198,7.937098264694214,315.52650904655457,0.01,1000,True,1
151,1,38,1.1328220069408417,0.6198,7.937098264694214,315.52650904655457,0.01,1000,True,1
152,1,39,1.1366144359111785,0.6184,8.103832960128784,323.90906286239624,0.01,1000,True,1
153,1,39,1.1366144359111785,0.6184,8.103832960128784,323.90906286239624,0.01,1000,True,1
154,1,39,1.1366144359111785,0.6184,8.103832960128784,323.90906286239624,0.01,1000,True,1
155,1,39,1.1366144359111785,0.6184,8.103832960128784,323.90906286239624,0.01,1000,True,1
156,1,40,1.1344596117734909,0.61755,7.853453159332275,332.01414704322815,0.01,1000,True,1
157,1,40,1.1344596117734909,0.61755,7.853453159332275,332.01414704322815,0.01,1000,True,1
158,1,40,1.1344596117734909,0.61755,7.853453159332275,332.01414704322815,0.01,1000,True,1
159,1,40,1.1344596117734909,0.61755,7.853453159332275,332.01414704322815,0.01,1000,True,1
160,1,41,1.1229550659656524,0.623775,7.971408367156982,340.21738958358765,0.01,1000,True,1
161,1,41,1.1229550659656524,0.623775,7.971408367156982,340.21738958358765,0.01,1000,True,1
162,1,41,1.1229550659656524,0.623775,7.971408367156982,340.21738958358765,0.01,1000,True,1
163,1,41,1.1229550659656524,0.623775,7.971408367156982,340.21738958358765,0.01,1000,True,1
164,1,42,1.1520814716815948,0.61745,8.024653196334839,348.4828987121582,0.01,1000,True,1
165,1,42,1.1520814716815948,0.61745,8.024653196334839,348.4828987121582,0.01,1000,True,1
166,1,42,1.1520814716815948,0.61745,8.024653196334839,348.4828987121582,0.01,1000,True,1
167,1,42,1.1520814716815948,0.61745,8.024653196334839,348.4828987121582,0.01,1000,True,1
168,1,43,1.1306344360113143,0.618275,8.080847978591919,356.8392734527588,0.01,1000,True,1
169,1,43,1.1306344360113143,0.618275,8.080847978591919,356.8392734527588,0.01,1000,True,1
170,1,43,1.1306344360113143,0.618275,8.080847978591919,356.8392734527588,0.01,1000,True,1
171,1,43,1.1306344360113143,0.618275,8.080847978591919,356.8392734527588,0.01,1000,True,1
172,1,44,1.1380590796470642,0.6167,7.869943380355835,364.97276186943054,0.01,1000,True,1
173,1,44,1.1380590796470642,0.6167,7.869943380355835,364.97276186943054,0.01,1000,True,1
174,1,44,1.1380590796470642,0.6167,7.869943380355835,364.97276186943054,0.01,1000,True,1
175,1,44,1.1380590796470642,0.6167,7.869943380355835,364.97276186943054,0.01,1000,True,1
176,1,45,1.1308841168880464,0.621175,7.993600130081177,373.21706795692444,0.01,1000,True,1
177,1,45,1.1308841168880464,0.621175,7.993600130081177,373.21706795692444,0.01,1000,True,1
178,1,45,1.1308841168880464,0.621175,7.993600130081177,373.21706795692444,0.01,1000,True,1
179,1,45,1.1308841168880464,0.621175,7.993600130081177,373.21706795692444,0.01,1000,True,1
180,1,46,1.1359999984502793,0.6195,8.03614354133606,381.5084204673767,0.01,1000,True,1
181,1,46,1.1359999984502793,0.6195,8.03614354133606,381.5084204673767,0.01,1000,True,1
182,1,46,1.1359999984502793,0.6195,8.03614354133606,381.5084204673767,0.01,1000,True,1
183,1,46,1.1359999984502793,0.6195,8.03614354133606,381.5084204673767,0.01,1000,True,1
184,1,47,1.1237250298261643,0.624675,8.033695697784424,389.7976794242859,0.01,1000,True,1
185,1,47,1.1237250298261643,0.624675,8.033695697784424,389.7976794242859,0.01,1000,True,1
186,1,47,1.1237250298261643,0.624675,8.033695697784424,389.7976794242859,0.01,1000,True,1
187,1,47,1.1237250298261643,0.624675,8.033695697784424,389.7976794242859,0.01,1000,True,1
188,1,48,1.1357503235340118,0.619325,7.959219455718994,398.0014147758484,0.01,1000,True,1
189,1,48,1.1357503235340118,0.619325,7.959219455718994,398.0014147758484,0.01,1000,True,1
190,1,48,1.1357503235340118,0.619325,7.959219455718994,398.0014147758484,0.01,1000,True,1
191,1,48,1.1357503235340118,0.619325,7.959219455718994,398.0014147758484,0.01,1000,True,1
192,1,49,1.1232751488685608,0.62595,7.8368284702301025,406.09350776672363,0.01,1000,True,1
193,1,49,1.1232751488685608,0.62595,7.8368284702301025,406.09350776672363,0.01,1000,True,1
194,1,49,1.1232751488685608,0.62595,7.8368284702301025,406.09350776672363,0.01,1000,True,1
195,1,49,1.1232751488685608,0.62595,7.8368284702301025,406.09350776672363,0.01,1000,True,1
196,1,50,1.111224690079689,0.627625,7.920962810516357,414.27206015586853,0.01,1000,True,1
197,1,50,1.111224690079689,0.627625,7.920962810516357,414.27206015586853,0.01,1000,True,1
198,1,50,1.111224690079689,0.627625,7.920962810516357,414.27206015586853,0.01,1000,True,1
199,1,50,1.111224690079689,0.627625,7.920962810516357,414.27206015586853,0.01,1000,True,1
200,2,1,2.2082625687122346,0.1518,5.777099132537842,7.32866644859314,0.01,1000,True,2
201,2,1,2.2082625687122346,0.1518,5.777099132537842,7.32866644859314,0.01,1000,True,2
202,2,1,2.2082625687122346,0.1518,5.777099132537842,7.32866644859314,0.01,1000,True,2
203,2,1,2.2082625687122346,0.1518,5.777099132537842,7.32866644859314,0.01,1000,True,2
204,2,2,1.9702197551727294,0.211325,5.80873966217041,13.381926774978638,0.01,1000,True,2
205,2,2,1.9702197551727294,0.211325,5.80873966217041,13.381926774978638,0.01,1000,True,2
206,2,2,1.9702197551727294,0.211325,5.80873966217041,13.381926774978638,0.01,1000,True,2
207,2,2,1.9702197551727294,0.211325,5.80873966217041,13.381926774978638,0.01,1000,True,2
208,2,3,1.8370619267225266,0.2833,5.734336853027344,19.36138391494751,0.01,1000,True,2
209,2,3,1.8370619267225266,0.2833,5.734336853027344,19.36138391494751,0.01,1000,True,2
210,2,3,1.8370619267225266,0.2833,5.734336853027344,19.36138391494751,0.01,1000,True,2
211,2,3,1.8370619267225266,0.2833,5.734336853027344,19.36138391494751,0.01,1000,True,2
212,2,4,1.743626695871353,0.3228,5.853364706039429,25.47323179244995,0.01,1000,True,2
213,2,4,1.743626695871353,0.3228,5.853364706039429,25.47323179244995,0.01,1000,True,2
214,2,4,1.743626695871353,0.3228,5.853364706039429,25.47323179244995,0.01,1000,True,2
215,2,4,1.743626695871353,0.3228,5.853364706039429,25.47323179244995,0.01,1000,True,2
216,2,5,1.674259039759636,0.35155,5.773209571838379,31.5234477519989,0.01,1000,True,2
217,2,5,1.674259039759636,0.35155,5.773209571838379,31.5234477519989,0.01,1000,True,2
218,2,5,1.674259039759636,0.35155,5.773209571838379,31.5234477519989,0.01,1000,True,2
219,2,5,1.674259039759636,0.35155,5.773209571838379,31.5234477519989,0.01,1000,True,2
220,2,6,1.6260048776865006,0.38715,5.777469873428345,37.546515464782715,0.01,1000,True,2
221,2,6,1.6260048776865006,0.38715,5.777469873428345,37.546515464782715,0.01,1000,True,2
222,2,6,1.6260048776865006,0.38715,5.777469873428345,37.546515464782715,0.01,1000,True,2
223,2,6,1.6260048776865006,0.38715,5.777469873428345,37.546515464782715,0.01,1000,True,2
224,2,7,1.5878960132598876,0.408425,5.804022312164307,43.589006423950195,0.01,1000,True,2
225,2,7,1.5878960132598876,0.408425,5.804022312164307,43.589006423950195,0.01,1000,True,2
226,2,7,1.5878960132598876,0.408425,5.804022312164307,43.589006423950195,0.01,1000,True,2
227,2,7,1.5878960132598876,0.408425,5.804022312164307,43.589006423950195,0.01,1000,True,2
228,2,8,1.5204882889986038,0.438575,5.514186859130859,49.24788546562195,0.01,1000,True,2
229,2,8,1.5204882889986038,0.438575,5.514186859130859,49.24788546562195,0.01,1000,True,2
230,2,8,1.5204882889986038,0.438575,5.514186859130859,49.24788546562195,0.01,1000,True,2
231,2,8,1.5204882889986038,0.438575,5.514186859130859,49.24788546562195,0.01,1000,True,2
232,2,9,1.4911974579095841,0.454575,5.503257989883423,55.03685259819031,0.01,1000,True,2
233,2,9,1.4911974579095841,0.454575,5.503257989883423,55.03685259819031,0.01,1000,True,2
234,2,9,1.4911974579095841,0.454575,5.503257989883423,55.03685259819031,0.01,1000,True,2
235,2,9,1.4911974579095841,0.454575,5.503257989883423,55.03685259819031,0.01,1000,True,2
236,2,10,1.454528245329857,0.46875,5.5675036907196045,60.8603458404541,0.01,1000,True,2
237,2,10,1.454528245329857,0.46875,5.5675036907196045,60.8603458404541,0.01,1000,True,2
238,2,10,1.454528245329857,0.46875,5.5675036907196045,60.8603458404541,0.01,1000,True,2
239,2,10,1.454528245329857,0.46875,5.5675036907196045,60.8603458404541,0.01,1000,True,2
240,2,11,1.4443448156118393,0.47975,5.786234140396118,66.89614486694336,0.01,1000,True,2
241,2,11,1.4443448156118393,0.47975,5.786234140396118,66.89614486694336,0.01,1000,True,2
242,2,11,1.4443448156118393,0.47975,5.786234140396118,66.89614486694336,0.01,1000,True,2
243,2,11,1.4443448156118393,0.47975,5.786234140396118,66.89614486694336,0.01,1000,True,2
244,2,12,1.4243039637804031,0.48935,5.5116941928863525,72.66376280784607,0.01,1000,True,2
245,2,12,1.4243039637804031,0.48935,5.5116941928863525,72.66376280784607,0.01,1000,True,2
246,2,12,1.4243039637804031,0.48935,5.5116941928863525,72.66376280784607,0.01,1000,True,2
247,2,12,1.4243039637804031,0.48935,5.5116941928863525,72.66376280784607,0.01,1000,True,2
248,2,13,1.4167021989822388,0.49395,5.6775901317596436,78.6108763217926,0.01,1000,True,2
249,2,13,1.4167021989822388,0.49395,5.6775901317596436,78.6108763217926,0.01,1000,True,2
250,2,13,1.4167021989822388,0.49395,5.6775901317596436,78.6108763217926,0.01,1000,True,2
251,2,13,1.4167021989822388,0.49395,5.6775901317596436,78.6108763217926,0.01,1000,True,2
252,2,14,1.3759414821863174,0.51085,5.609288930892944,84.3414146900177,0.01,1000,True,2
253,2,14,1.3759414821863174,0.51085,5.609288930892944,84.3414146900177,0.01,1000,True,2
254,2,14,1.3759414821863174,0.51085,5.609288930892944,84.3414146900177,0.01,1000,True,2
255,2,14,1.3759414821863174,0.51085,5.609288930892944,84.3414146900177,0.01,1000,True,2
256,2,15,1.3621034383773805,0.519875,5.6585533618927,90.13577795028687,0.01,1000,True,2
257,2,15,1.3621034383773805,0.519875,5.6585533618927,90.13577795028687,0.01,1000,True,2
258,2,15,1.3621034383773805,0.519875,5.6585533618927,90.13577795028687,0.01,1000,True,2
259,2,15,1.3621034383773805,0.519875,5.6585533618927,90.13577795028687,0.01,1000,True,2
260,2,16,1.3481718212366105,0.5264,5.496358394622803,95.88601875305176,0.01,1000,True,2
261,2,16,1.3481718212366105,0.5264,5.496358394622803,95.88601875305176,0.01,1000,True,2
262,2,16,1.3481718212366105,0.5264,5.496358394622803,95.88601875305176,0.01,1000,True,2
263,2,16,1.3481718212366105,0.5264,5.496358394622803,95.88601875305176,0.01,1000,True,2
264,2,17,1.330302581191063,0.53365,5.818588972091675,102.09862780570984,0.01,1000,True,2
265,2,17,1.330302581191063,0.53365,5.818588972091675,102.09862780570984,0.01,1000,True,2
266,2,17,1.330302581191063,0.53365,5.818588972091675,102.09862780570984,0.01,1000,True,2
267,2,17,1.330302581191063,0.53365,5.818588972091675,102.09862780570984,0.01,1000,True,2
268,2,18,1.315480852127075,0.5426,5.91038966178894,108.29294157028198,0.01,1000,True,2
269,2,18,1.315480852127075,0.5426,5.91038966178894,108.29294157028198,0.01,1000,True,2
270,2,18,1.315480852127075,0.5426,5.91038966178894,108.29294157028198,0.01,1000,True,2
271,2,18,1.315480852127075,0.5426,5.91038966178894,108.29294157028198,0.01,1000,True,2
272,2,19,1.3167486131191253,0.545975,5.951926946640015,114.51299858093262,0.01,1000,True,2
273,2,19,1.3167486131191253,0.545975,5.951926946640015,114.51299858093262,0.01,1000,True,2
274,2,19,1.3167486131191253,0.545975,5.951926946640015,114.51299858093262,0.01,1000,True,2
275,2,19,1.3167486131191253,0.545975,5.951926946640015,114.51299858093262,0.01,1000,True,2
276,2,20,1.2846032798290252,0.554175,5.840096473693848,120.60327792167664,0.01,1000,True,2
277,2,20,1.2846032798290252,0.554175,5.840096473693848,120.60327792167664,0.01,1000,True,2
278,2,20,1.2846032798290252,0.554175,5.840096473693848,120.60327792167664,0.01,1000,True,2
279,2,20,1.2846032798290252,0.554175,5.840096473693848,120.60327792167664,0.01,1000,True,2
280,2,21,1.2740588992834092,0.56245,5.924762487411499,126.77223062515259,0.01,1000,True,2
281,2,21,1.2740588992834092,0.56245,5.924762487411499,126.77223062515259,0.01,1000,True,2
282,2,21,1.2740588992834092,0.56245,5.924762487411499,126.77223062515259,0.01,1000,True,2
283,2,21,1.2740588992834092,0.56245,5.924762487411499,126.77223062515259,0.01,1000,True,2
284,2,22,1.2748062938451767,0.55975,5.823272705078125,132.83595371246338,0.01,1000,True,2
285,2,22,1.2748062938451767,0.55975,5.823272705078125,132.83595371246338,0.01,1000,True,2
286,2,22,1.2748062938451767,0.55975,5.823272705078125,132.83595371246338,0.01,1000,True,2
287,2,22,1.2748062938451767,0.55975,5.823272705078125,132.83595371246338,0.01,1000,True,2
288,2,23,1.258788499236107,0.571675,5.816170930862427,138.91389274597168,0.01,1000,True,2
289,2,23,1.258788499236107,0.571675,5.816170930862427,138.91389274597168,0.01,1000,True,2
290,2,23,1.258788499236107,0.571675,5.816170930862427,138.91389274597168,0.01,1000,True,2
291,2,23,1.258788499236107,0.571675,5.816170930862427,138.91389274597168,0.01,1000,True,2
292,2,24,1.2539259761571884,0.56805,6.033436298370361,145.21937036514282,0.01,1000,True,2
293,2,24,1.2539259761571884,0.56805,6.033436298370361,145.21937036514282,0.01,1000,True,2
294,2,24,1.2539259761571884,0.56805,6.033436298370361,145.21937036514282,0.01,1000,True,2
295,2,24,1.2539259761571884,0.56805,6.033436298370361,145.21937036514282,0.01,1000,True,2
